text,label,prelabeled,notes
Cache (Hidden) is the most politically relevant French film of the last 30 years. Haneke made a film about French colonial guilt that the French film establishment still hasn't fully reckoned with.,hot_take,no,
Watched Cache for the first time last night. The ending is one of the most quietly devastating final shots I've encountered. I've been staring at frame grabs for an hour.,reaction,no,
"Haneke shoots Cache's surveillance footage in the same visual register as the film's own cinematography — same camera, same framing, same color grade. The technique implicates the viewer: if you can't tell the difference between the threatening footage and the film you're watching, you are also a surveiller.",analysis,no,
Promising Young Woman is the most overrated film of 2020. The film thinks it's more radical than it is and the ending is a moral and narrative failure.,hot_take,no,
Watched Promising Young Woman not knowing the ending. The tonal shift in the final 20 minutes is genuinely jarring in a way that made me uncomfortable with myself for being jarred.,reaction,no,
"Fennell uses candy-colored saturated cinematography throughout Promising Young Woman to place the film in the visual grammar of romantic comedy — pink, sweet, soft-focus. The genre subversion is aesthetic before it's narrative: the horror is encoded in the gap between what the film looks like and what it's about.",analysis,no,
Short Term 12 is the best film almost no one has seen. Brie Larson's performance should have made her a household name years before Room and the MCU.,hot_take,no,
Watched Short Term 12 on a recommendation. The scene where Marcus raps to Larson's character is one of the most quietly devastating sequences I've encountered in a small-scale film.,reaction,no,
"Cretton shoots Short Term 12 with a handheld naturalism that refuses emotional manipulation — no score swells, no extreme close-ups during breakdowns, no cathartic resolution. The restraint respects both the characters and the audience's intelligence about the limits of institutional care.",analysis,no,
"Boyhood is overrated and the fact that it was made over 12 years is a production achievement, not a cinematic one. Linklater confused duration with depth.",hot_take,no,
Rewatched Boyhood now that I'm the same age Mason is at the end. It hits completely differently than it did when I was younger. The film genuinely grows with you.,reaction,no,
"Linklater shoots Boyhood with a consistent visual register across 12 years — same lenses, same naturalistic lighting, same unhurried pace — so the passage of time is felt through the actors' bodies rather than through stylistic shift. The film refuses the visual grammar of nostalgia to show aging as it actually occurs: imperceptibly.",analysis,no,
A Ghost Story is the most underrated film of the 2010s. Lowery made something about grief and time that has no comparison in contemporary American cinema.,hot_take,no,
Watched A Ghost Story alone late at night and the pie scene destroyed me. I kept checking how long the scene was afterward. It's four minutes. It felt like a lifetime.,reaction,no,
"Lowery shoots A Ghost Story in a 1.33:1 aspect ratio with rounded corners — the Academy format associated with early cinema. The choice frames the film as a memory artifact from the start, which mirrors its subject: the ghost's vigil is an act of cinematic preservation against time.",analysis,no,
Shoplifters is Kore-eda's best film and one of the most humane films of the decade. The family it depicts is more of a family than any conventional family in mainstream cinema.,hot_take,no,
Watched Shoplifters for the first time last night. The interrogation sequence at the end reframes everything you've watched and I found myself grieving something I couldn't name.,reaction,no,
Kore-eda withholds the Shibata family's backstory until the film's final act — we understand their warmth and function before we understand their origin. The delayed revelation changes the moral register of everything that preceded it without canceling the emotional reality of what we observed.,analysis,no,
Burning (2018) is Lee Chang-dong's masterpiece and one of the greatest films of the decade. It's the kind of film that keeps expanding in your mind for weeks after watching.,hot_take,no,
Watched Burning last night and spent the entire second half unsure of what I was watching in the best possible way. The greenhouse scene is haunting.,reaction,no,
"Lee structures Burning around ambiguity as an epistemological condition rather than a thriller device — we never know whether Ben actually burns greenhouses, and the film refuses to provide evidence either way. Jong-su's unreliability as a narrator is the film's subject: how much of what we see is desire-projection versus reality?",analysis,no,
The Wailing is the greatest Korean horror film ever made and Na Hong-jin is criminally underrated outside of Korea. The final act is genuinely the most disturbing thing I've encountered in horror.,hot_take,no,
Watched The Wailing last night after years of hearing about it. Totally unprepared for how completely it dismantles your interpretive confidence by the end.,reaction,no,
"Na Hong-jin structurally undermines every framework the audience reaches for in The Wailing — the film flirts with possession horror, then supernatural thriller, then procedural, and refuses to commit to any. By the final act, the audience's interpretive disorientation mirrors the protagonist's: we cannot tell the shaman from the demon.",analysis,no,
Portrait of a Lady on Fire should have been in the Best Picture race at the Oscars. The Academy's continued indifference to non-English cinema is embarrassing.,hot_take,no,
Rewatched Portrait of a Lady on Fire this week and cried again at the concert scene even knowing it was coming. Some sequences just bypass rational processing entirely.,reaction,no,
Sciamma shoots the concert scene in Portrait of a Lady on Fire with Marianne in the foreground and Héloïse visible in the background — Marianne sees Héloïse before Héloïse sees her. The spatial arrangement mirrors the entire relationship: the painter's gaze always precedes and shapes its object.,analysis,no,
Requiem for a Dream is the most punishing film ever made and Aronofsky earned the right to be brutal because every frame is in service of the devastation.,hot_take,no,
Watched Requiem for a Dream for the first time last night. I need about three weeks to recover. I understand now why people say you can only watch it once.,reaction,no,
Aronofsky and editor Jay Rabinowitz use 'hip-hop montage' — rapid split-screen sequences cutting between anticipation and gratification — to make the viewer experience the dopamine spike of drug use rhythmically. The technique makes addiction visceral before it makes it tragic.,analysis,no,
Uncle Boonmee Who Can Recall His Past Lives is the most genuinely spiritual film I've encountered. Weerasethakul makes films that exist outside of Western narrative conventions entirely.,hot_take,no,
Watched Uncle Boonmee for a film class and honestly I'm not sure I understood it but something about it stayed with me for days in a way few films manage.,reaction,no,
"Weerasethakul treats the supernatural in Uncle Boonmee with the same casual visual register as the natural — a ghost appears at dinner and the scene continues without formal disruption. The film refuses the grammar of horror or fantasy for these encounters, proposing instead that the spirit world and the material world share continuous, unhierarchized space.",analysis,no,
Yi Yi is one of the ten greatest films ever made and Edward Yang is the most important filmmaker most people have never heard of.,hot_take,no,
Watched Yi Yi over two sessions. The final sequence — the little boy's speech at the grandmother's funeral — is one of the most quietly overwhelming things in cinema.,reaction,no,
"Yang shoots Yi Yi with long takes and blocked scenes observed from a distance — we watch the Jian family from the same remove that the film maintains throughout, never entering their interiority directly. The three-hour runtime earns the final funeral sequence by having shown us everything NJ and his family have been unable to say.",analysis,no,
The Northman is Alexander Skarsgård's best performance and it's a shame the film underperformed. Eggers made an authentic Viking epic that Hollywood would never have greenlit.,hot_take,no,
Watched The Northman last night. The ritualistic sequences feel genuinely ancient in a way that most period films never manage. Eggers clearly did his research.,reaction,no,
Eggers shoots The Northman using natural and firelight only for interior scenes — same methodology as The Witch. The visual world has an archaeological authenticity that CGI-heavy period films can't replicate: the textures are real because the materials are real.,analysis,no,
Women Talking is one of the most important films of 2022 and Sarah Polley should be counted among the best directors working today.,hot_take,no,
"Watched Women Talking last night expecting it to be heavy and it was, but Polley keeps it from being crushing. The performances are extraordinary.",reaction,no,
"Polley deliberately shoots Women Talking with desaturated, almost colorless cinematography — the barn and the women's world are drained of warmth. The visual deprivation is part of the argument: this is what a world looks like when women's experience is systematically minimized.",analysis,no,
The Power of the Dog is Jane Campion's masterpiece and Benedict Cumberbatch gives the best performance of his career. The film's patience is the point.,hot_take,no,
Watched The Power of the Dog finally. The film reveals itself so slowly and then the ending recontextualizes everything so completely that I had to just sit for a while.,reaction,no,
"Campion and Ari Wegner shoot The Power of the Dog in the Montana landscape with Phil always visually dominant — he occupies high ground, wide open space, panoramic frames. Peter is shot in interior, constrained spaces. The shift in the final act, where Peter's environment expands and Phil's contracts, is the film's argument made spatially.",analysis,no,
Everything about Anatomy of a Fall works perfectly. Justine Triet made a film about a trial that's really about the unknowability of marriage.,hot_take,no,
Watched Anatomy of a Fall. The German/French language dynamic in the marriage is so specifically observed that it felt like eavesdropping on something real.,reaction,no,
"Triet structures Anatomy of a Fall as a legal procedure, which means the audience is placed in the jury position — evaluating testimony, weighing contradictions, reaching a verdict with incomplete information. The film's genius is that reasonable people can watch the same evidence and reach opposite conclusions.",analysis,no,
